filename,dialect,voiceID,path,length
emarati_50_5,Emarati,c790ddf0-4e71-4130-ba5e-5209d0e9f24e,Emarati\emarati_50_5.wav,5
bahraini_43_1,Bahraini,9f270e4f-ecf6-4385-ba5b-bffbd96bce30,Bahraini\bahraini_43_1.wav,5
emarati_49_6,Emarati,1ccf0721-94c6-4f94-bda1-a6be1fc0299a,Emarati\emarati_49_6.wav,5
emarati_40_11,Emarati,55615163-1054-43e7-a808-79e782bbcd17,Emarati\emarati_40_11.wav,5
emarati_64_10,Emarati,3c249172-a61a-4a72-9375-1591b73d7ef6,Emarati\emarati_64_10.wav,5
palestinian_36_5,Palestinian,078338c4-7788-4371-95d4-1bbe45021113,Palestinian\palestinian_36_5.wav,5
emarati_64_4,Emarati,3c249172-a61a-4a72-9375-1591b73d7ef6,Emarati\emarati_64_4.wav,5
egyptian_42_9,Egyptian,a7b5f8d7-195d-4c9f-913f-c36c89767da2,Egyptian\egyptian_42_9.wav,5
emarati_50_3,Emarati,c790ddf0-4e71-4130-ba5e-5209d0e9f24e,Emarati\emarati_50_3.wav,5
jordanian_42_3,Jordanian,1c01e308-611e-444e-af08-4434c0922252,Jordanian\jordanian_42_3.wav,5
syrian_22,Syrian,1a15886c-76a5-4165-8bb8-dd0b4ebcb3c8,Syrian\syrian_22.wav,6
emarati_43_7,Emarati,a64825a5-8255-4b0a-8cd2-9445029efc3e,Emarati\emarati_43_7.wav,5
jordanian_58_5,Jordanian,c33d69ff-d62e-490d-8d02-4a5604aa31ee,Jordanian\jordanian_58_5.wav,5
iraqi_38_3,Iraqi,08c8cb6d-1dc5-4bdb-b383-76456ee3f553,Iraqi\iraqi_38_3.wav,5
saudi_35_5,Saudi,1d9ac0df-7ca0-4684-bd41-92d7fc3ca48c,Saudi\saudi_35_5.wav,5
jordanian_55_5,Jordanian,c33d69ff-d62e-490d-8d02-4a5604aa31ee,Jordanian\jordanian_55_5.wav,5
palestinian_45_10,Palestinian,79ade34b-27e7-4176-96bf-e3bf764d8e29,Palestinian\palestinian_45_10.wav,5
saudi_59_9,Saudi,1d9ac0df-7ca0-4684-bd41-92d7fc3ca48c,Saudi\saudi_59_9.wav,5
bahraini_46_2,Bahraini,9f270e4f-ecf6-4385-ba5b-bffbd96bce30,Bahraini\bahraini_46_2.wav,5
egyptian_58_5,Egyptian,d03be981-0a70-4215-a91f-9b6230adbf01,Egyptian\egyptian_58_5.wav,5
lebanese_30_6,Lebanese,b05e4aa7-8173-4f8b-9f23-9c70b11e13ba,Lebanese\lebanese_30_6.wav,5
syrian_53_7,Syrian,4effd2b5-7a1b-44f6-ac2a-d767d8b1d451,Syrian\syrian_53_7.wav,5
saudi_51_1,Saudi,f801687c-36a9-481b-85df-4e2749e6e2f1,Saudi\saudi_51_1.wav,5
iraqi_56_1,Iraqi,08c8cb6d-1dc5-4bdb-b383-76456ee3f553,Iraqi\iraqi_56_1.wav,5
iraqi_34_4,Iraqi,6a7cbf3a-41fc-4b9f-9a36-85696386ffdc,Iraqi\iraqi_34_4.wav,5
iraqi_31_3,Iraqi,08c8cb6d-1dc5-4bdb-b383-76456ee3f553,Iraqi\iraqi_31_3.wav,5
lebanese_40_8,Lebanese,b05e4aa7-8173-4f8b-9f23-9c70b11e13ba,Lebanese\lebanese_40_8.wav,5
lebanese_47_12,Lebanese,b05e4aa7-8173-4f8b-9f23-9c70b11e13ba,Lebanese\lebanese_47_12.wav,5
emarati_32_9,Emarati,1ccf0721-94c6-4f94-bda1-a6be1fc0299a,Emarati\emarati_32_9.wav,5
palestinian_25_2,Palestinian,bce0d97e-d095-4f46-9208-f43a1e87b675,Palestinian\palestinian_25_2.wav,5
iraqi_32_1,Iraqi,08c8cb6d-1dc5-4bdb-b383-76456ee3f553,Iraqi\iraqi_32_1.wav,5
egyptian_41_9,Egyptian,3e53bfa4-d3eb-4cdb-a8d4-d771c1d5b38f,Egyptian\egyptian_41_9.wav,5
palestinian_44_6,Palestinian,9b681127-7a73-4682-bfa1-8a591f704525,Palestinian\palestinian_44_6.wav,5
egyptian_56_9,Egyptian,a7b5f8d7-195d-4c9f-913f-c36c89767da2,Egyptian\egyptian_56_9.wav,5
bahraini_54_5,Bahraini,9f270e4f-ecf6-4385-ba5b-bffbd96bce30,Bahraini\bahraini_54_5.wav,5
jordanian_15,Jordanian,1c01e308-611e-444e-af08-4434c0922252,Jordanian\jordanian_15.wav,6
emarati_56_4,Emarati,1ccf0721-94c6-4f94-bda1-a6be1fc0299a,Emarati\emarati_56_4.wav,5
iraqi_55_6,Iraqi,6a7cbf3a-41fc-4b9f-9a36-85696386ffdc,Iraqi\iraqi_55_6.wav,5
egyptian_33_6,Egyptian,3e53bfa4-d3eb-4cdb-a8d4-d771c1d5b38f,Egyptian\egyptian_33_6.wav,5
emarati_52_4,Emarati,1ccf0721-94c6-4f94-bda1-a6be1fc0299a,Emarati\emarati_52_4.wav,5
palestinian_38_5,Palestinian,bce0d97e-d095-4f46-9208-f43a1e87b675,Palestinian\palestinian_38_5.wav,5
iraqi_42_5,Iraqi,08c8cb6d-1dc5-4bdb-b383-76456ee3f553,Iraqi\iraqi_42_5.wav,5
saudi_30_4,Saudi,6c680f29-a6ca-4624-8886-ab277cb330dc,Saudi\saudi_30_4.wav,5
syrian_42_3,Syrian,f920ed33-e733-4635-96f5-24d08df84644,Syrian\syrian_42_3.wav,5
lebanese_36_1,Lebanese,353941dc-d0f3-4488-b55b-af79f20c3f4f,Lebanese\lebanese_36_1.wav,5
palestinian_44_7,Palestinian,9b681127-7a73-4682-bfa1-8a591f704525,Palestinian\palestinian_44_7.wav,5
lebanese_38_2,Lebanese,353941dc-d0f3-4488-b55b-af79f20c3f4f,Lebanese\lebanese_38_2.wav,5
saudi_56_7,Saudi,9d2643e4-4785-43e7-961a-20a8d2cbfc33,Saudi\saudi_56_7.wav,5
jordanian_42_6,Jordanian,1c01e308-611e-444e-af08-4434c0922252,Jordanian\jordanian_42_6.wav,5
egyptian_28,Egyptian,1ddfa984-770c-489b-b7ff-f7e855ae02ad,Egyptian\egyptian_28.wav,6
saudi_33_5,Saudi,6c680f29-a6ca-4624-8886-ab277cb330dc,Saudi\saudi_33_5.wav,5
saudi_60_1,Saudi,1d9ac0df-7ca0-4684-bd41-92d7fc3ca48c,Saudi\saudi_60_1.wav,5
iraqi_3,Iraqi,08c8cb6d-1dc5-4bdb-b383-76456ee3f553,Iraqi\iraqi_3.wav,8
palestinian_32_3,Palestinian,bce0d97e-d095-4f46-9208-f43a1e87b675,Palestinian\palestinian_32_3.wav,5
syrian_44_2,Syrian,4effd2b5-7a1b-44f6-ac2a-d767d8b1d451,Syrian\syrian_44_2.wav,5
iraqi_8,Iraqi,08c8cb6d-1dc5-4bdb-b383-76456ee3f553,Iraqi\iraqi_8.wav,9
lebanese_35_4,Lebanese,b05e4aa7-8173-4f8b-9f23-9c70b11e13ba,Lebanese\lebanese_35_4.wav,5
jordanian_37_4,Jordanian,c33d69ff-d62e-490d-8d02-4a5604aa31ee,Jordanian\jordanian_37_4.wav,5
bahraini_63_3,Bahraini,9f270e4f-ecf6-4385-ba5b-bffbd96bce30,Bahraini\bahraini_63_3.wav,5
iraqi_50_7,Iraqi,6a7cbf3a-41fc-4b9f-9a36-85696386ffdc,Iraqi\iraqi_50_7.wav,5
saudi_44_7,Saudi,6c680f29-a6ca-4624-8886-ab277cb330dc,Saudi\saudi_44_7.wav,5
bahraini_41_5,Bahraini,9f270e4f-ecf6-4385-ba5b-bffbd96bce30,Bahraini\bahraini_41_5.wav,5
bahraini_44_4,Bahraini,9f270e4f-ecf6-4385-ba5b-bffbd96bce30,Bahraini\bahraini_44_4.wav,5
egyptian_55_7,Egyptian,a7b5f8d7-195d-4c9f-913f-c36c89767da2,Egyptian\egyptian_55_7.wav,5
syrian_39_5,Syrian,f920ed33-e733-4635-96f5-24d08df84644,Syrian\syrian_39_5.wav,5
lebanese_36_7,Lebanese,353941dc-d0f3-4488-b55b-af79f20c3f4f,Lebanese\lebanese_36_7.wav,5
emarati_44_7,Emarati,6fa09f45-07c7-4451-9500-d9792b881321,Emarati\emarati_44_7.wav,5
iraqi_62_2,Iraqi,08c8cb6d-1dc5-4bdb-b383-76456ee3f553,Iraqi\iraqi_62_2.wav,5
bahraini_39_9,Bahraini,9f270e4f-ecf6-4385-ba5b-bffbd96bce30,Bahraini\bahraini_39_9.wav,5
iraqi_33_6,Iraqi,6a7cbf3a-41fc-4b9f-9a36-85696386ffdc,Iraqi\iraqi_33_6.wav,5
saudi_35_3,Saudi,1d9ac0df-7ca0-4684-bd41-92d7fc3ca48c,Saudi\saudi_35_3.wav,5
jordanian_38_3,Jordanian,1c01e308-611e-444e-af08-4434c0922252,Jordanian\jordanian_38_3.wav,5
jordanian_49_1,Jordanian,c33d69ff-d62e-490d-8d02-4a5604aa31ee,Jordanian\jordanian_49_1.wav,5
bahraini_45_1,Bahraini,9f270e4f-ecf6-4385-ba5b-bffbd96bce30,Bahraini\bahraini_45_1.wav,5
egyptian_59_3,Egyptian,168980c4-9093-4ac8-bae3-dfd1fda17aa3,Egyptian\egyptian_59_3.wav,5
bahraini_65_4,Bahraini,9f270e4f-ecf6-4385-ba5b-bffbd96bce30,Bahraini\bahraini_65_4.wav,5
bahraini_63_4,Bahraini,9f270e4f-ecf6-4385-ba5b-bffbd96bce30,Bahraini\bahraini_63_4.wav,5
lebanese_41_6,Lebanese,353941dc-d0f3-4488-b55b-af79f20c3f4f,Lebanese\lebanese_41_6.wav,5
saudi_38_11,Saudi,1d9ac0df-7ca0-4684-bd41-92d7fc3ca48c,Saudi\saudi_38_11.wav,5
emarati_52_3,Emarati,1ccf0721-94c6-4f94-bda1-a6be1fc0299a,Emarati\emarati_52_3.wav,5
emarati_33_9,Emarati,6fa09f45-07c7-4451-9500-d9792b881321,Emarati\emarati_33_9.wav,5
egyptian_47_4,Egyptian,1ddfa984-770c-489b-b7ff-f7e855ae02ad,Egyptian\egyptian_47_4.wav,5
egyptian_55_6,Egyptian,a7b5f8d7-195d-4c9f-913f-c36c89767da2,Egyptian\egyptian_55_6.wav,5
palestinian_47_5,Palestinian,078338c4-7788-4371-95d4-1bbe45021113,Palestinian\palestinian_47_5.wav,5
emarati_40_4,Emarati,55615163-1054-43e7-a808-79e782bbcd17,Emarati\emarati_40_4.wav,5
iraqi_35_5,Iraqi,6a7cbf3a-41fc-4b9f-9a36-85696386ffdc,Iraqi\iraqi_35_5.wav,5
bahraini_61_2,Bahraini,9f270e4f-ecf6-4385-ba5b-bffbd96bce30,Bahraini\bahraini_61_2.wav,5
iraqi_34_3,Iraqi,6a7cbf3a-41fc-4b9f-9a36-85696386ffdc,Iraqi\iraqi_34_3.wav,5
lebanese_47_4,Lebanese,b05e4aa7-8173-4f8b-9f23-9c70b11e13ba,Lebanese\lebanese_47_4.wav,5
emarati_40_2,Emarati,55615163-1054-43e7-a808-79e782bbcd17,Emarati\emarati_40_2.wav,5
saudi_42_6,Saudi,9d2643e4-4785-43e7-961a-20a8d2cbfc33,Saudi\saudi_42_6.wav,5
emarati_35_7,Emarati,c790ddf0-4e71-4130-ba5e-5209d0e9f24e,Emarati\emarati_35_7.wav,5
emarati_52_1,Emarati,1ccf0721-94c6-4f94-bda1-a6be1fc0299a,Emarati\emarati_52_1.wav,5
palestinian_32_1,Palestinian,bce0d97e-d095-4f46-9208-f43a1e87b675,Palestinian\palestinian_32_1.wav,5
lebanese_36_3,Lebanese,353941dc-d0f3-4488-b55b-af79f20c3f4f,Lebanese\lebanese_36_3.wav,5
egyptian_48_2,Egyptian,a7b5f8d7-195d-4c9f-913f-c36c89767da2,Egyptian\egyptian_48_2.wav,5
syrian_24_3,Syrian,f920ed33-e733-4635-96f5-24d08df84644,Syrian\syrian_24_3.wav,5
syrian_46_2,Syrian,1a15886c-76a5-4165-8bb8-dd0b4ebcb3c8,Syrian\syrian_46_2.wav,5
palestinian_28_4,Palestinian,078338c4-7788-4371-95d4-1bbe45021113,Palestinian\palestinian_28_4.wav,5
syrian_52_6,Syrian,f920ed33-e733-4635-96f5-24d08df84644,Syrian\syrian_52_6.wav,5
jordanian_61_4,Jordanian,1c01e308-611e-444e-af08-4434c0922252,Jordanian\jordanian_61_4.wav,5
emarati_63_13,Emarati,a64825a5-8255-4b0a-8cd2-9445029efc3e,Emarati\emarati_63_13.wav,5
lebanese_40_5,Lebanese,b05e4aa7-8173-4f8b-9f23-9c70b11e13ba,Lebanese\lebanese_40_5.wav,5
lebanese_53_4,Lebanese,b05e4aa7-8173-4f8b-9f23-9c70b11e13ba,Lebanese\lebanese_53_4.wav,5
egyptian_61_2,Egyptian,3e53bfa4-d3eb-4cdb-a8d4-d771c1d5b38f,Egyptian\egyptian_61_2.wav,5
lebanese_30_2,Lebanese,b05e4aa7-8173-4f8b-9f23-9c70b11e13ba,Lebanese\lebanese_30_2.wav,5
saudi_42_9,Saudi,9d2643e4-4785-43e7-961a-20a8d2cbfc33,Saudi\saudi_42_9.wav,5
saudi_28_7,Saudi,f801687c-36a9-481b-85df-4e2749e6e2f1,Saudi\saudi_28_7.wav,5
egyptian_55_5,Egyptian,a7b5f8d7-195d-4c9f-913f-c36c89767da2,Egyptian\egyptian_55_5.wav,5
egyptian_60_8,Egyptian,d03be981-0a70-4215-a91f-9b6230adbf01,Egyptian\egyptian_60_8.wav,5
egyptian_45_9,Egyptian,a7b5f8d7-195d-4c9f-913f-c36c89767da2,Egyptian\egyptian_45_9.wav,5
egyptian_54_3,Egyptian,1ddfa984-770c-489b-b7ff-f7e855ae02ad,Egyptian\egyptian_54_3.wav,5
syrian_47_7,Syrian,f920ed33-e733-4635-96f5-24d08df84644,Syrian\syrian_47_7.wav,5
lebanese_35_11,Lebanese,b05e4aa7-8173-4f8b-9f23-9c70b11e13ba,Lebanese\lebanese_35_11.wav,5
bahraini_40_7,Bahraini,9f270e4f-ecf6-4385-ba5b-bffbd96bce30,Bahraini\bahraini_40_7.wav,5
emarati_38_6,Emarati,55615163-1054-43e7-a808-79e782bbcd17,Emarati\emarati_38_6.wav,5
emarati_54_7,Emarati,55615163-1054-43e7-a808-79e782bbcd17,Emarati\emarati_54_7.wav,5
saudi_28_9,Saudi,f801687c-36a9-481b-85df-4e2749e6e2f1,Saudi\saudi_28_9.wav,5
emarati_64_1,Emarati,3c249172-a61a-4a72-9375-1591b73d7ef6,Emarati\emarati_64_1.wav,5
jordanian_53_2,Jordanian,1c01e308-611e-444e-af08-4434c0922252,Jordanian\jordanian_53_2.wav,5
syrian_25_6,Syrian,4effd2b5-7a1b-44f6-ac2a-d767d8b1d451,Syrian\syrian_25_6.wav,5
saudi_42_15,Saudi,9d2643e4-4785-43e7-961a-20a8d2cbfc33,Saudi\saudi_42_15.wav,5
palestinian_49_5,Palestinian,bce0d97e-d095-4f46-9208-f43a1e87b675,Palestinian\palestinian_49_5.wav,5
emarati_34_1,Emarati,a64825a5-8255-4b0a-8cd2-9445029efc3e,Emarati\emarati_34_1.wav,5
syrian_46_7,Syrian,1a15886c-76a5-4165-8bb8-dd0b4ebcb3c8,Syrian\syrian_46_7.wav,5
palestinian_39_12,Palestinian,e6818510-7200-46dc-9a31-296642bbdb3d,Palestinian\palestinian_39_12.wav,5
lebanese_23,Lebanese,b05e4aa7-8173-4f8b-9f23-9c70b11e13ba,Lebanese\lebanese_23.wav,9
iraqi_56_3,Iraqi,08c8cb6d-1dc5-4bdb-b383-76456ee3f553,Iraqi\iraqi_56_3.wav,5
bahraini_48_3,Bahraini,9f270e4f-ecf6-4385-ba5b-bffbd96bce30,Bahraini\bahraini_48_3.wav,5
palestinian_45_9,Palestinian,79ade34b-27e7-4176-96bf-e3bf764d8e29,Palestinian\palestinian_45_9.wav,5
saudi_60_2,Saudi,1d9ac0df-7ca0-4684-bd41-92d7fc3ca48c,Saudi\saudi_60_2.wav,5
iraqi_53_10,Iraqi,08c8cb6d-1dc5-4bdb-b383-76456ee3f553,Iraqi\iraqi_53_10.wav,5
emarati_30_7,Emarati,c790ddf0-4e71-4130-ba5e-5209d0e9f24e,Emarati\emarati_30_7.wav,5
iraqi_45_5,Iraqi,08c8cb6d-1dc5-4bdb-b383-76456ee3f553,Iraqi\iraqi_45_5.wav,5
egyptian_33_9,Egyptian,3e53bfa4-d3eb-4cdb-a8d4-d771c1d5b38f,Egyptian\egyptian_33_9.wav,5
saudi_57_1,Saudi,9d2643e4-4785-43e7-961a-20a8d2cbfc33,Saudi\saudi_57_1.wav,5
iraqi_43_2,Iraqi,08c8cb6d-1dc5-4bdb-b383-76456ee3f553,Iraqi\iraqi_43_2.wav,5
iraqi_43_11,Iraqi,08c8cb6d-1dc5-4bdb-b383-76456ee3f553,Iraqi\iraqi_43_11.wav,5
lebanese_3,Lebanese,b05e4aa7-8173-4f8b-9f23-9c70b11e13ba,Lebanese\lebanese_3.wav,6
lebanese_31_11,Lebanese,b05e4aa7-8173-4f8b-9f23-9c70b11e13ba,Lebanese\lebanese_31_11.wav,5
emarati_43_4,Emarati,a64825a5-8255-4b0a-8cd2-9445029efc3e,Emarati\emarati_43_4.wav,5
egyptian_37_3,Egyptian,1ddfa984-770c-489b-b7ff-f7e855ae02ad,Egyptian\egyptian_37_3.wav,5
emarati_43_9,Emarati,a64825a5-8255-4b0a-8cd2-9445029efc3e,Emarati\emarati_43_9.wav,5
egyptian_51_3,Egyptian,168980c4-9093-4ac8-bae3-dfd1fda17aa3,Egyptian\egyptian_51_3.wav,5
bahraini_64_4,Bahraini,9f270e4f-ecf6-4385-ba5b-bffbd96bce30,Bahraini\bahraini_64_4.wav,5
saudi_0,Saudi,1d9ac0df-7ca0-4684-bd41-92d7fc3ca48c,Saudi\saudi_0.wav,6
bahraini_51_7,Bahraini,9f270e4f-ecf6-4385-ba5b-bffbd96bce30,Bahraini\bahraini_51_7.wav,5
emarati_30_4,Emarati,c790ddf0-4e71-4130-ba5e-5209d0e9f24e,Emarati\emarati_30_4.wav,5
lebanese_46_7,Lebanese,353941dc-d0f3-4488-b55b-af79f20c3f4f,Lebanese\lebanese_46_7.wav,5
lebanese_56_9,Lebanese,b05e4aa7-8173-4f8b-9f23-9c70b11e13ba,Lebanese\lebanese_56_9.wav,5
emarati_44_5,Emarati,6fa09f45-07c7-4451-9500-d9792b881321,Emarati\emarati_44_5.wav,5
iraqi_46_3,Iraqi,08c8cb6d-1dc5-4bdb-b383-76456ee3f553,Iraqi\iraqi_46_3.wav,5
saudi_41_7,Saudi,f801687c-36a9-481b-85df-4e2749e6e2f1,Saudi\saudi_41_7.wav,5
emarati_56_6,Emarati,1ccf0721-94c6-4f94-bda1-a6be1fc0299a,Emarati\emarati_56_6.wav,5
emarati_53_2,Emarati,11358928-2d31-4b49-9f54-edca9ba2f439,Emarati\emarati_53_2.wav,5
jordanian_21,Jordanian,1c01e308-611e-444e-af08-4434c0922252,Jordanian\jordanian_21.wav,9
iraqi_41_1,Iraqi,08c8cb6d-1dc5-4bdb-b383-76456ee3f553,Iraqi\iraqi_41_1.wav,5
iraqi_49_7,Iraqi,08c8cb6d-1dc5-4bdb-b383-76456ee3f553,Iraqi\iraqi_49_7.wav,5
iraqi_42_2,Iraqi,08c8cb6d-1dc5-4bdb-b383-76456ee3f553,Iraqi\iraqi_42_2.wav,5
iraqi_45_4,Iraqi,08c8cb6d-1dc5-4bdb-b383-76456ee3f553,Iraqi\iraqi_45_4.wav,5
saudi_53_6,Saudi,6c680f29-a6ca-4624-8886-ab277cb330dc,Saudi\saudi_53_6.wav,5
bahraini_58_3,Bahraini,9f270e4f-ecf6-4385-ba5b-bffbd96bce30,Bahraini\bahraini_58_3.wav,5
lebanese_52_4,Lebanese,353941dc-d0f3-4488-b55b-af79f20c3f4f,Lebanese\lebanese_52_4.wav,5
syrian_40_6,Syrian,1a15886c-76a5-4165-8bb8-dd0b4ebcb3c8,Syrian\syrian_40_6.wav,5
bahraini_46_5,Bahraini,9f270e4f-ecf6-4385-ba5b-bffbd96bce30,Bahraini\bahraini_46_5.wav,5
jordanian_28,Jordanian,1c01e308-611e-444e-af08-4434c0922252,Jordanian\jordanian_28.wav,6
egyptian_57_3,Egyptian,1ddfa984-770c-489b-b7ff-f7e855ae02ad,Egyptian\egyptian_57_3.wav,5
bahraini_61_3,Bahraini,9f270e4f-ecf6-4385-ba5b-bffbd96bce30,Bahraini\bahraini_61_3.wav,5
bahraini_66_7,Bahraini,9f270e4f-ecf6-4385-ba5b-bffbd96bce30,Bahraini\bahraini_66_7.wav,5
lebanese_32_3,Lebanese,b05e4aa7-8173-4f8b-9f23-9c70b11e13ba,Lebanese\lebanese_32_3.wav,5
saudi_51_11,Saudi,f801687c-36a9-481b-85df-4e2749e6e2f1,Saudi\saudi_51_11.wav,5
lebanese_45_3,Lebanese,b05e4aa7-8173-4f8b-9f23-9c70b11e13ba,Lebanese\lebanese_45_3.wav,5
iraqi_2,Iraqi,08c8cb6d-1dc5-4bdb-b383-76456ee3f553,Iraqi\iraqi_2.wav,7
iraqi_53_8,Iraqi,08c8cb6d-1dc5-4bdb-b383-76456ee3f553,Iraqi\iraqi_53_8.wav,5
egyptian_61_9,Egyptian,3e53bfa4-d3eb-4cdb-a8d4-d771c1d5b38f,Egyptian\egyptian_61_9.wav,5
palestinian_38_6,Palestinian,bce0d97e-d095-4f46-9208-f43a1e87b675,Palestinian\palestinian_38_6.wav,5
syrian_53_1,Syrian,4effd2b5-7a1b-44f6-ac2a-d767d8b1d451,Syrian\syrian_53_1.wav,5
saudi_27_4,Saudi,6c680f29-a6ca-4624-8886-ab277cb330dc,Saudi\saudi_27_4.wav,5
palestinian_30_7,Palestinian,bce0d97e-d095-4f46-9208-f43a1e87b675,Palestinian\palestinian_30_7.wav,5
palestinian_27_3,Palestinian,078338c4-7788-4371-95d4-1bbe45021113,Palestinian\palestinian_27_3.wav,5
saudi_47_10,Saudi,f801687c-36a9-481b-85df-4e2749e6e2f1,Saudi\saudi_47_10.wav,5
iraqi_54_9,Iraqi,08c8cb6d-1dc5-4bdb-b383-76456ee3f553,Iraqi\iraqi_54_9.wav,5
bahraini_51_4,Bahraini,9f270e4f-ecf6-4385-ba5b-bffbd96bce30,Bahraini\bahraini_51_4.wav,5
jordanian_64_8,Jordanian,c33d69ff-d62e-490d-8d02-4a5604aa31ee,Jordanian\jordanian_64_8.wav,5
saudi_55_1,Saudi,6c680f29-a6ca-4624-8886-ab277cb330dc,Saudi\saudi_55_1.wav,5
iraqi_39_9,Iraqi,08c8cb6d-1dc5-4bdb-b383-76456ee3f553,Iraqi\iraqi_39_9.wav,5
saudi_38_3,Saudi,1d9ac0df-7ca0-4684-bd41-92d7fc3ca48c,Saudi\saudi_38_3.wav,5
