filename,dialect,podcast,path,hasSpeech,gender,length
algeria_1_164,Algerian,algeria_1,Algerian\algeria_1\algeria_1_164.wav,True,female,5
algeria_1_165,Algerian,algeria_1,Algerian\algeria_1\algeria_1_165.wav,True,female,5
algeria_1_166,Algerian,algeria_1,Algerian\algeria_1\algeria_1_166.wav,True,female,5
algeria_1_167,Algerian,algeria_1,Algerian\algeria_1\algeria_1_167.wav,True,female,5
algeria_1_168,Algerian,algeria_1,Algerian\algeria_1\algeria_1_168.wav,True,female,5
algeria_1_169,Algerian,algeria_1,Algerian\algeria_1\algeria_1_169.wav,True,female,5
algeria_1_17,Algerian,algeria_1,Algerian\algeria_1\algeria_1_17.wav,True,female,5
algeria_1_170,Algerian,algeria_1,Algerian\algeria_1\algeria_1_170.wav,True,female,5
algeria_1_171,Algerian,algeria_1,Algerian\algeria_1\algeria_1_171.wav,True,female,5
algeria_1_172,Algerian,algeria_1,Algerian\algeria_1\algeria_1_172.wav,True,female,5
algeria_1_173,Algerian,algeria_1,Algerian\algeria_1\algeria_1_173.wav,True,female,5
algeria_1_174,Algerian,algeria_1,Algerian\algeria_1\algeria_1_174.wav,True,female,5
algeria_1_175,Algerian,algeria_1,Algerian\algeria_1\algeria_1_175.wav,True,female,5
algeria_1_176,Algerian,algeria_1,Algerian\algeria_1\algeria_1_176.wav,True,female,5
algeria_1_177,Algerian,algeria_1,Algerian\algeria_1\algeria_1_177.wav,True,female,5
algeria_1_178,Algerian,algeria_1,Algerian\algeria_1\algeria_1_178.wav,True,female,5
algeria_1_179,Algerian,algeria_1,Algerian\algeria_1\algeria_1_179.wav,True,female,5
algeria_1_18,Algerian,algeria_1,Algerian\algeria_1\algeria_1_18.wav,True,female,5
algeria_1_180,Algerian,algeria_1,Algerian\algeria_1\algeria_1_180.wav,True,female,5
algeria_1_181,Algerian,algeria_1,Algerian\algeria_1\algeria_1_181.wav,True,female,5
algeria_1_182,Algerian,algeria_1,Algerian\algeria_1\algeria_1_182.wav,True,female,5
algeria_1_183,Algerian,algeria_1,Algerian\algeria_1\algeria_1_183.wav,True,female,5
algeria_1_184,Algerian,algeria_1,Algerian\algeria_1\algeria_1_184.wav,True,female,5
algeria_1_185,Algerian,algeria_1,Algerian\algeria_1\algeria_1_185.wav,True,female,5
algeria_1_186,Algerian,algeria_1,Algerian\algeria_1\algeria_1_186.wav,True,female,5
algeria_1_187,Algerian,algeria_1,Algerian\algeria_1\algeria_1_187.wav,True,female,5
algeria_1_188,Algerian,algeria_1,Algerian\algeria_1\algeria_1_188.wav,True,female,5
algeria_1_189,Algerian,algeria_1,Algerian\algeria_1\algeria_1_189.wav,True,female,5
algeria_1_19,Algerian,algeria_1,Algerian\algeria_1\algeria_1_19.wav,True,female,5
algeria_1_190,Algerian,algeria_1,Algerian\algeria_1\algeria_1_190.wav,True,female,5
algeria_1_191,Algerian,algeria_1,Algerian\algeria_1\algeria_1_191.wav,True,female,5
algeria_1_192,Algerian,algeria_1,Algerian\algeria_1\algeria_1_192.wav,True,female,5
algeria_1_193,Algerian,algeria_1,Algerian\algeria_1\algeria_1_193.wav,True,female,5
algeria_1_194,Algerian,algeria_1,Algerian\algeria_1\algeria_1_194.wav,True,female,5
algeria_1_195,Algerian,algeria_1,Algerian\algeria_1\algeria_1_195.wav,True,female,5
algeria_1_196,Algerian,algeria_1,Algerian\algeria_1\algeria_1_196.wav,True,female,5
algeria_1_197,Algerian,algeria_1,Algerian\algeria_1\algeria_1_197.wav,True,female,5
algeria_1_198,Algerian,algeria_1,Algerian\algeria_1\algeria_1_198.wav,True,female,5
algeria_1_199,Algerian,algeria_1,Algerian\algeria_1\algeria_1_199.wav,True,female,5
algeria_1_2,Algerian,algeria_1,Algerian\algeria_1\algeria_1_2.wav,True,female,5
algeria_1_20,Algerian,algeria_1,Algerian\algeria_1\algeria_1_20.wav,True,female,5
algeria_1_200,Algerian,algeria_1,Algerian\algeria_1\algeria_1_200.wav,True,female,5
algeria_1_201,Algerian,algeria_1,Algerian\algeria_1\algeria_1_201.wav,True,female,5
algeria_1_202,Algerian,algeria_1,Algerian\algeria_1\algeria_1_202.wav,True,female,5
algeria_1_203,Algerian,algeria_1,Algerian\algeria_1\algeria_1_203.wav,True,female,5
algeria_1_204,Algerian,algeria_1,Algerian\algeria_1\algeria_1_204.wav,True,female,5
algeria_1_205,Algerian,algeria_1,Algerian\algeria_1\algeria_1_205.wav,True,female,5
algeria_1_207,Algerian,algeria_1,Algerian\algeria_1\algeria_1_207.wav,True,female,5
algeria_1_208,Algerian,algeria_1,Algerian\algeria_1\algeria_1_208.wav,True,female,5
algeria_1_209,Algerian,algeria_1,Algerian\algeria_1\algeria_1_209.wav,True,female,5
algeria_1_21,Algerian,algeria_1,Algerian\algeria_1\algeria_1_21.wav,True,female,5
algeria_1_210,Algerian,algeria_1,Algerian\algeria_1\algeria_1_210.wav,True,female,5
algeria_1_212,Algerian,algeria_1,Algerian\algeria_1\algeria_1_212.wav,True,female,5
algeria_1_213,Algerian,algeria_1,Algerian\algeria_1\algeria_1_213.wav,True,female,5
algeria_1_214,Algerian,algeria_1,Algerian\algeria_1\algeria_1_214.wav,True,female,5
algeria_1_215,Algerian,algeria_1,Algerian\algeria_1\algeria_1_215.wav,True,female,5
algeria_1_216,Algerian,algeria_1,Algerian\algeria_1\algeria_1_216.wav,True,female,5
algeria_1_217,Algerian,algeria_1,Algerian\algeria_1\algeria_1_217.wav,True,female,5
algeria_1_218,Algerian,algeria_1,Algerian\algeria_1\algeria_1_218.wav,True,female,5
algeria_1_219,Algerian,algeria_1,Algerian\algeria_1\algeria_1_219.wav,True,female,5
algeria_1_22,Algerian,algeria_1,Algerian\algeria_1\algeria_1_22.wav,True,female,5
algeria_1_220,Algerian,algeria_1,Algerian\algeria_1\algeria_1_220.wav,True,female,5
algeria_1_221,Algerian,algeria_1,Algerian\algeria_1\algeria_1_221.wav,True,female,5
algeria_1_222,Algerian,algeria_1,Algerian\algeria_1\algeria_1_222.wav,True,female,5
algeria_1_223,Algerian,algeria_1,Algerian\algeria_1\algeria_1_223.wav,True,female,5
algeria_1_224,Algerian,algeria_1,Algerian\algeria_1\algeria_1_224.wav,True,female,5
algeria_1_225,Algerian,algeria_1,Algerian\algeria_1\algeria_1_225.wav,True,female,5
algeria_1_226,Algerian,algeria_1,Algerian\algeria_1\algeria_1_226.wav,True,female,5
algeria_1_227,Algerian,algeria_1,Algerian\algeria_1\algeria_1_227.wav,True,female,5
algeria_1_229,Algerian,algeria_1,Algerian\algeria_1\algeria_1_229.wav,True,female,5
algeria_1_23,Algerian,algeria_1,Algerian\algeria_1\algeria_1_23.wav,True,female,5
algeria_1_230,Algerian,algeria_1,Algerian\algeria_1\algeria_1_230.wav,True,female,5
algeria_1_231,Algerian,algeria_1,Algerian\algeria_1\algeria_1_231.wav,True,female,5
algeria_1_232,Algerian,algeria_1,Algerian\algeria_1\algeria_1_232.wav,True,female,5
algeria_1_233,Algerian,algeria_1,Algerian\algeria_1\algeria_1_233.wav,True,female,5
algeria_1_234,Algerian,algeria_1,Algerian\algeria_1\algeria_1_234.wav,True,female,5
algeria_1_235,Algerian,algeria_1,Algerian\algeria_1\algeria_1_235.wav,True,female,5
algeria_1_236,Algerian,algeria_1,Algerian\algeria_1\algeria_1_236.wav,True,female,5
algeria_1_237,Algerian,algeria_1,Algerian\algeria_1\algeria_1_237.wav,True,female,5
algeria_1_238,Algerian,algeria_1,Algerian\algeria_1\algeria_1_238.wav,True,female,5
algeria_1_239,Algerian,algeria_1,Algerian\algeria_1\algeria_1_239.wav,True,female,5
algeria_1_24,Algerian,algeria_1,Algerian\algeria_1\algeria_1_24.wav,True,female,5
algeria_1_241,Algerian,algeria_1,Algerian\algeria_1\algeria_1_241.wav,True,female,5
algeria_1_242,Algerian,algeria_1,Algerian\algeria_1\algeria_1_242.wav,True,female,5
algeria_1_25,Algerian,algeria_1,Algerian\algeria_1\algeria_1_25.wav,True,female,5
algeria_1_26,Algerian,algeria_1,Algerian\algeria_1\algeria_1_26.wav,True,female,5
algeria_1_27,Algerian,algeria_1,Algerian\algeria_1\algeria_1_27.wav,True,female,5
algeria_1_28,Algerian,algeria_1,Algerian\algeria_1\algeria_1_28.wav,True,female,5
algeria_1_29,Algerian,algeria_1,Algerian\algeria_1\algeria_1_29.wav,True,female,5
algeria_1_3,Algerian,algeria_1,Algerian\algeria_1\algeria_1_3.wav,True,female,5
algeria_1_30,Algerian,algeria_1,Algerian\algeria_1\algeria_1_30.wav,True,female,5
algeria_1_31,Algerian,algeria_1,Algerian\algeria_1\algeria_1_31.wav,True,female,5
algeria_1_32,Algerian,algeria_1,Algerian\algeria_1\algeria_1_32.wav,True,female,5
algeria_1_33,Algerian,algeria_1,Algerian\algeria_1\algeria_1_33.wav,True,female,5
algeria_1_34,Algerian,algeria_1,Algerian\algeria_1\algeria_1_34.wav,True,female,5
algeria_1_35,Algerian,algeria_1,Algerian\algeria_1\algeria_1_35.wav,True,female,5
algeria_1_36,Algerian,algeria_1,Algerian\algeria_1\algeria_1_36.wav,True,female,5
algeria_1_37,Algerian,algeria_1,Algerian\algeria_1\algeria_1_37.wav,True,female,5
algeria_1_38,Algerian,algeria_1,Algerian\algeria_1\algeria_1_38.wav,True,female,5
algeria_1_39,Algerian,algeria_1,Algerian\algeria_1\algeria_1_39.wav,True,female,5
algeria_1_4,Algerian,algeria_1,Algerian\algeria_1\algeria_1_4.wav,True,female,5
algeria_1_40,Algerian,algeria_1,Algerian\algeria_1\algeria_1_40.wav,True,female,5
algeria_1_41,Algerian,algeria_1,Algerian\algeria_1\algeria_1_41.wav,True,female,5
algeria_1_42,Algerian,algeria_1,Algerian\algeria_1\algeria_1_42.wav,True,female,5
algeria_1_43,Algerian,algeria_1,Algerian\algeria_1\algeria_1_43.wav,True,female,5
algeria_1_44,Algerian,algeria_1,Algerian\algeria_1\algeria_1_44.wav,True,female,5
algeria_1_45,Algerian,algeria_1,Algerian\algeria_1\algeria_1_45.wav,True,female,5
algeria_1_46,Algerian,algeria_1,Algerian\algeria_1\algeria_1_46.wav,True,female,5
algeria_1_47,Algerian,algeria_1,Algerian\algeria_1\algeria_1_47.wav,True,female,5
algeria_1_48,Algerian,algeria_1,Algerian\algeria_1\algeria_1_48.wav,True,female,5
algeria_1_49,Algerian,algeria_1,Algerian\algeria_1\algeria_1_49.wav,True,female,5
algeria_1_5,Algerian,algeria_1,Algerian\algeria_1\algeria_1_5.wav,True,female,5
algeria_1_50,Algerian,algeria_1,Algerian\algeria_1\algeria_1_50.wav,True,female,5
algeria_1_51,Algerian,algeria_1,Algerian\algeria_1\algeria_1_51.wav,True,female,5
algeria_1_52,Algerian,algeria_1,Algerian\algeria_1\algeria_1_52.wav,True,female,5
algeria_1_53,Algerian,algeria_1,Algerian\algeria_1\algeria_1_53.wav,True,female,5
algeria_1_54,Algerian,algeria_1,Algerian\algeria_1\algeria_1_54.wav,True,female,5
algeria_1_55,Algerian,algeria_1,Algerian\algeria_1\algeria_1_55.wav,True,female,5
algeria_1_56,Algerian,algeria_1,Algerian\algeria_1\algeria_1_56.wav,True,female,5
algeria_1_57,Algerian,algeria_1,Algerian\algeria_1\algeria_1_57.wav,True,female,5
algeria_1_58,Algerian,algeria_1,Algerian\algeria_1\algeria_1_58.wav,True,female,5
algeria_1_59,Algerian,algeria_1,Algerian\algeria_1\algeria_1_59.wav,True,female,5
algeria_1_6,Algerian,algeria_1,Algerian\algeria_1\algeria_1_6.wav,True,female,5
algeria_1_60,Algerian,algeria_1,Algerian\algeria_1\algeria_1_60.wav,True,female,5
algeria_1_61,Algerian,algeria_1,Algerian\algeria_1\algeria_1_61.wav,True,female,5
algeria_1_62,Algerian,algeria_1,Algerian\algeria_1\algeria_1_62.wav,True,female,5
algeria_1_63,Algerian,algeria_1,Algerian\algeria_1\algeria_1_63.wav,True,female,5
algeria_1_64,Algerian,algeria_1,Algerian\algeria_1\algeria_1_64.wav,True,female,5
algeria_1_65,Algerian,algeria_1,Algerian\algeria_1\algeria_1_65.wav,True,female,5
algeria_1_66,Algerian,algeria_1,Algerian\algeria_1\algeria_1_66.wav,True,female,5
algeria_1_67,Algerian,algeria_1,Algerian\algeria_1\algeria_1_67.wav,True,female,5
algeria_1_68,Algerian,algeria_1,Algerian\algeria_1\algeria_1_68.wav,True,female,5
algeria_1_69,Algerian,algeria_1,Algerian\algeria_1\algeria_1_69.wav,True,female,5
algeria_1_7,Algerian,algeria_1,Algerian\algeria_1\algeria_1_7.wav,True,female,5
algeria_1_71,Algerian,algeria_1,Algerian\algeria_1\algeria_1_71.wav,True,female,5
algeria_1_72,Algerian,algeria_1,Algerian\algeria_1\algeria_1_72.wav,True,female,5
algeria_1_73,Algerian,algeria_1,Algerian\algeria_1\algeria_1_73.wav,True,female,5
algeria_1_74,Algerian,algeria_1,Algerian\algeria_1\algeria_1_74.wav,True,female,5
algeria_1_75,Algerian,algeria_1,Algerian\algeria_1\algeria_1_75.wav,True,female,5
algeria_1_76,Algerian,algeria_1,Algerian\algeria_1\algeria_1_76.wav,True,female,5
algeria_1_77,Algerian,algeria_1,Algerian\algeria_1\algeria_1_77.wav,True,female,5
algeria_1_78,Algerian,algeria_1,Algerian\algeria_1\algeria_1_78.wav,True,female,5
algeria_1_79,Algerian,algeria_1,Algerian\algeria_1\algeria_1_79.wav,True,female,5
algeria_1_8,Algerian,algeria_1,Algerian\algeria_1\algeria_1_8.wav,True,female,5
algeria_1_80,Algerian,algeria_1,Algerian\algeria_1\algeria_1_80.wav,True,female,5
algeria_1_81,Algerian,algeria_1,Algerian\algeria_1\algeria_1_81.wav,True,female,5
algeria_1_82,Algerian,algeria_1,Algerian\algeria_1\algeria_1_82.wav,True,female,5
algeria_1_83,Algerian,algeria_1,Algerian\algeria_1\algeria_1_83.wav,True,female,5
algeria_1_84,Algerian,algeria_1,Algerian\algeria_1\algeria_1_84.wav,True,female,5
algeria_1_85,Algerian,algeria_1,Algerian\algeria_1\algeria_1_85.wav,True,female,5
algeria_1_86,Algerian,algeria_1,Algerian\algeria_1\algeria_1_86.wav,True,female,5
algeria_1_87,Algerian,algeria_1,Algerian\algeria_1\algeria_1_87.wav,True,female,5
algeria_1_88,Algerian,algeria_1,Algerian\algeria_1\algeria_1_88.wav,True,female,5
algeria_1_89,Algerian,algeria_1,Algerian\algeria_1\algeria_1_89.wav,True,female,5
algeria_1_9,Algerian,algeria_1,Algerian\algeria_1\algeria_1_9.wav,True,female,5
algeria_1_90,Algerian,algeria_1,Algerian\algeria_1\algeria_1_90.wav,True,female,5
algeria_1_91,Algerian,algeria_1,Algerian\algeria_1\algeria_1_91.wav,True,female,5
algeria_1_93,Algerian,algeria_1,Algerian\algeria_1\algeria_1_93.wav,True,female,5
algeria_1_94,Algerian,algeria_1,Algerian\algeria_1\algeria_1_94.wav,True,female,5
algeria_1_95,Algerian,algeria_1,Algerian\algeria_1\algeria_1_95.wav,True,female,5
algeria_1_96,Algerian,algeria_1,Algerian\algeria_1\algeria_1_96.wav,True,female,5
algeria_1_97,Algerian,algeria_1,Algerian\algeria_1\algeria_1_97.wav,True,female,5
algeria_1_98,Algerian,algeria_1,Algerian\algeria_1\algeria_1_98.wav,True,female,5
algeria_1_99,Algerian,algeria_1,Algerian\algeria_1\algeria_1_99.wav,True,female,5
algeria_2_1,Algerian,algeria_2,Algerian\algeria_2\algeria_2_1.wav,True,male,5
algeria_2_10,Algerian,algeria_2,Algerian\algeria_2\algeria_2_10.wav,True,male,5
algeria_2_100,Algerian,algeria_2,Algerian\algeria_2\algeria_2_100.wav,True,male,5
algeria_2_101,Algerian,algeria_2,Algerian\algeria_2\algeria_2_101.wav,True,male,5
algeria_2_102,Algerian,algeria_2,Algerian\algeria_2\algeria_2_102.wav,True,male,5
algeria_2_103,Algerian,algeria_2,Algerian\algeria_2\algeria_2_103.wav,True,male,5
algeria_2_104,Algerian,algeria_2,Algerian\algeria_2\algeria_2_104.wav,True,male,5
algeria_2_105,Algerian,algeria_2,Algerian\algeria_2\algeria_2_105.wav,True,male,5
algeria_2_106,Algerian,algeria_2,Algerian\algeria_2\algeria_2_106.wav,True,male,5
algeria_2_107,Algerian,algeria_2,Algerian\algeria_2\algeria_2_107.wav,True,male,5
algeria_2_108,Algerian,algeria_2,Algerian\algeria_2\algeria_2_108.wav,True,male,5
algeria_2_109,Algerian,algeria_2,Algerian\algeria_2\algeria_2_109.wav,True,male,5
algeria_2_11,Algerian,algeria_2,Algerian\algeria_2\algeria_2_11.wav,True,male,5
algeria_2_110,Algerian,algeria_2,Algerian\algeria_2\algeria_2_110.wav,True,male,5
algeria_2_111,Algerian,algeria_2,Algerian\algeria_2\algeria_2_111.wav,True,male,5
algeria_2_112,Algerian,algeria_2,Algerian\algeria_2\algeria_2_112.wav,True,male,5
algeria_2_113,Algerian,algeria_2,Algerian\algeria_2\algeria_2_113.wav,True,male,5
algeria_2_114,Algerian,algeria_2,Algerian\algeria_2\algeria_2_114.wav,True,male,5
algeria_2_115,Algerian,algeria_2,Algerian\algeria_2\algeria_2_115.wav,True,male,5
algeria_2_116,Algerian,algeria_2,Algerian\algeria_2\algeria_2_116.wav,True,male,5
algeria_2_117,Algerian,algeria_2,Algerian\algeria_2\algeria_2_117.wav,True,male,5
algeria_2_118,Algerian,algeria_2,Algerian\algeria_2\algeria_2_118.wav,True,male,5
algeria_2_119,Algerian,algeria_2,Algerian\algeria_2\algeria_2_119.wav,True,male,5
algeria_2_12,Algerian,algeria_2,Algerian\algeria_2\algeria_2_12.wav,True,male,5
algeria_2_120,Algerian,algeria_2,Algerian\algeria_2\algeria_2_120.wav,True,female,5
algeria_2_122,Algerian,algeria_2,Algerian\algeria_2\algeria_2_122.wav,True,male,5
algeria_2_123,Algerian,algeria_2,Algerian\algeria_2\algeria_2_123.wav,True,male,5
algeria_2_124,Algerian,algeria_2,Algerian\algeria_2\algeria_2_124.wav,True,male,5
algeria_2_125,Algerian,algeria_2,Algerian\algeria_2\algeria_2_125.wav,True,male,5
algeria_2_126,Algerian,algeria_2,Algerian\algeria_2\algeria_2_126.wav,True,male,5
algeria_2_127,Algerian,algeria_2,Algerian\algeria_2\algeria_2_127.wav,True,male,5
algeria_2_128,Algerian,algeria_2,Algerian\algeria_2\algeria_2_128.wav,True,male,5
algeria_2_129,Algerian,algeria_2,Algerian\algeria_2\algeria_2_129.wav,True,male,5
algeria_2_13,Algerian,algeria_2,Algerian\algeria_2\algeria_2_13.wav,True,male,5
algeria_2_130,Algerian,algeria_2,Algerian\algeria_2\algeria_2_130.wav,True,male,5
algeria_2_131,Algerian,algeria_2,Algerian\algeria_2\algeria_2_131.wav,True,male,5
algeria_2_132,Algerian,algeria_2,Algerian\algeria_2\algeria_2_132.wav,True,male,5
algeria_2_133,Algerian,algeria_2,Algerian\algeria_2\algeria_2_133.wav,True,male,5
algeria_2_134,Algerian,algeria_2,Algerian\algeria_2\algeria_2_134.wav,True,male,5
algeria_2_135,Algerian,algeria_2,Algerian\algeria_2\algeria_2_135.wav,True,male,5
algeria_2_136,Algerian,algeria_2,Algerian\algeria_2\algeria_2_136.wav,True,male,5
algeria_2_137,Algerian,algeria_2,Algerian\algeria_2\algeria_2_137.wav,True,male,5
algeria_2_138,Algerian,algeria_2,Algerian\algeria_2\algeria_2_138.wav,True,male,5
algeria_2_139,Algerian,algeria_2,Algerian\algeria_2\algeria_2_139.wav,True,male,5
algeria_2_14,Algerian,algeria_2,Algerian\algeria_2\algeria_2_14.wav,True,male,5
algeria_2_140,Algerian,algeria_2,Algerian\algeria_2\algeria_2_140.wav,True,male,5
algeria_2_141,Algerian,algeria_2,Algerian\algeria_2\algeria_2_141.wav,True,male,5
algeria_2_142,Algerian,algeria_2,Algerian\algeria_2\algeria_2_142.wav,True,male,5
algeria_2_143,Algerian,algeria_2,Algerian\algeria_2\algeria_2_143.wav,True,male,5
algeria_2_144,Algerian,algeria_2,Algerian\algeria_2\algeria_2_144.wav,True,male,5
algeria_2_145,Algerian,algeria_2,Algerian\algeria_2\algeria_2_145.wav,True,male,5
algeria_2_146,Algerian,algeria_2,Algerian\algeria_2\algeria_2_146.wav,True,male,5
algeria_2_147,Algerian,algeria_2,Algerian\algeria_2\algeria_2_147.wav,True,male,5
algeria_2_148,Algerian,algeria_2,Algerian\algeria_2\algeria_2_148.wav,True,male,5
algeria_2_149,Algerian,algeria_2,Algerian\algeria_2\algeria_2_149.wav,True,male,5
algeria_2_15,Algerian,algeria_2,Algerian\algeria_2\algeria_2_15.wav,True,male,5
algeria_2_150,Algerian,algeria_2,Algerian\algeria_2\algeria_2_150.wav,True,male,5
algeria_2_151,Algerian,algeria_2,Algerian\algeria_2\algeria_2_151.wav,True,male,5
algeria_2_152,Algerian,algeria_2,Algerian\algeria_2\algeria_2_152.wav,True,male,5
algeria_2_153,Algerian,algeria_2,Algerian\algeria_2\algeria_2_153.wav,True,male,5
algeria_2_154,Algerian,algeria_2,Algerian\algeria_2\algeria_2_154.wav,True,male,5
algeria_2_155,Algerian,algeria_2,Algerian\algeria_2\algeria_2_155.wav,True,male,5
