filename,dialect,podcast,path,hasSpeech,gender,length,oneSpeaker
iraq_1_174,Iraqi,iraq_1,Iraqi\iraq_1\iraq_1_174.wav,True,male,5,True
iraq_1_141,Iraqi,iraq_1,Iraqi\iraq_1\iraq_1_141.wav,True,male,5,True
uae_4_111,Emarati,uae_4,Emarati\uae_4\uae_4_111.wav,True,male,5,True
palestine_2_220,Palestinian,palestine_2,Palestinian\palestine_2\palestine_2_220.wav,True,female,5,True
lebanon_2_135,Lebanese,lebanon_2,Lebanese\lebanon_2\lebanon_2_135.wav,True,female,5,True
egypt_2_288,Egyptian,egypt_2,Egyptian\egypt_2\egypt_2_288.wav,True,male,5,True
uae_4_65,Emarati,uae_4,Emarati\uae_4\uae_4_65.wav,True,male,5,True
ksa_2_62,Saudi,ksa_2,Saudi\ksa_2\ksa_2_62.wav,True,male,5,True
bahrain_3_24,Bahraini,bahrain_3,Bahraini\bahrain_3\bahrain_3_24.wav,True,male,5,True
egypt_2_326,Egyptian,egypt_2,Egyptian\egypt_2\egypt_2_326.wav,True,male,5,True
egypt_2_279,Egyptian,egypt_2,Egyptian\egypt_2\egypt_2_279.wav,True,male,5,True
ksa_2_98,Saudi,ksa_2,Saudi\ksa_2\ksa_2_98.wav,True,male,5,True
uae_2_68,Emarati,uae_2,Emarati\uae_2\uae_2_68.wav,True,female,5,True
syria_1_1,Syrian,syria_1,Syrian\syria_1\syria_1_1.wav,True,female,5,True
ksa_2_67,Saudi,ksa_2,Saudi\ksa_2\ksa_2_67.wav,True,male,5,True
palestine_4_215,Palestinian,palestine_4,Palestinian\palestine_4\palestine_4_215.wav,True,male,5,True
bahrain_5_209,Bahraini,bahrain_5,Bahraini\bahrain_5\bahrain_5_209.wav,True,female,5,True
palestine_2_296,Palestinian,palestine_2,Palestinian\palestine_2\palestine_2_296.wav,True,female,5,True
syria_5_64,Syrian,syria_5,Syrian\syria_5\syria_5_64.wav,True,female,5,True
ksa_5_70,Saudi,ksa_5,Saudi\ksa_5\ksa_5_70.wav,True,male,5,True
bahrain_5_283,Bahraini,bahrain_5,Bahraini\bahrain_5\bahrain_5_283.wav,True,female,5,True
iraq_4_292,Iraqi,iraq_4,Iraqi\iraq_4\iraq_4_292.wav,True,female,5,True
jordan_5_68,Jordanian,jordan_5,Jordanian\jordan_5\jordan_5_68.wav,True,male,5,True
egypt_2_272,Egyptian,egypt_2,Egyptian\egypt_2\egypt_2_272.wav,True,male,5,True
iraq_2_220,Iraqi,iraq_2,Iraqi\iraq_2\iraq_2_220.wav,True,male,5,True
lebanon_2_27,Lebanese,lebanon_2,Lebanese\lebanon_2\lebanon_2_27.wav,True,male,5,True
palestine_5_6,Palestinian,palestine_5,Palestinian\palestine_5\palestine_5_6.wav,True,female,5,True
lebanon_1_1,Lebanese,lebanon_1,Lebanese\lebanon_1\lebanon_1_1.wav,True,female,5,True
jordan_1_50,Jordanian,jordan_1,Jordanian\jordan_1\jordan_1_50.wav,True,male,5,True
syria_3_32,Syrian,syria_3,Syrian\syria_3\syria_3_32.wav,True,male,5,True
uae_4_71,Emarati,uae_4,Emarati\uae_4\uae_4_71.wav,True,male,5,True
uae_2_3,Emarati,uae_2,Emarati\uae_2\uae_2_3.wav,True,female,5,True
syria_3_33,Syrian,syria_3,Syrian\syria_3\syria_3_33.wav,True,male,5,True
iraq_4_136,Iraqi,iraq_4,Iraqi\iraq_4\iraq_4_136.wav,True,female,5,True
egypt_3_105,Egyptian,egypt_3,Egyptian\egypt_3\egypt_3_105.wav,True,female,5,True
egypt_3_28,Egyptian,egypt_3,Egyptian\egypt_3\egypt_3_28.wav,True,female,5,True
ksa_3_223,Saudi,ksa_3,Saudi\ksa_3\ksa_3_223.wav,True,female,5,True
syria_5_106,Syrian,syria_5,Syrian\syria_5\syria_5_106.wav,True,female,5,True
egypt_5_265,Egyptian,egypt_5,Egyptian\egypt_5\egypt_5_265.wav,True,male,5,True
bahrain_4_12,Bahraini,bahrain_4,Bahraini\bahrain_4\bahrain_4_12.wav,True,female,5,True
ksa_5_68,Saudi,ksa_5,Saudi\ksa_5\ksa_5_68.wav,True,male,5,True
palestine_4_121,Palestinian,palestine_4,Palestinian\palestine_4\palestine_4_121.wav,True,male,5,True
egypt_3_151,Egyptian,egypt_3,Egyptian\egypt_3\egypt_3_151.wav,True,female,5,True
bahrain_1_213,Bahraini,bahrain_1,Bahraini\bahrain_1\bahrain_1_213.wav,True,male,5,True
egypt_1_341,Egyptian,egypt_1,Egyptian\egypt_1\egypt_1_341.wav,True,male,5,True
iraq_4_205,Iraqi,iraq_4,Iraqi\iraq_4\iraq_4_205.wav,True,female,5,True
bahrain_4_15,Bahraini,bahrain_4,Bahraini\bahrain_4\bahrain_4_15.wav,True,female,5,True
uae_4_239,Emarati,uae_4,Emarati\uae_4\uae_4_239.wav,True,male,5,True
iraq_2_229,Iraqi,iraq_2,Iraqi\iraq_2\iraq_2_229.wav,True,male,5,True
bahrain_2_120,Bahraini,bahrain_2,Bahraini\bahrain_2\bahrain_2_120.wav,True,male,5,True
palestine_5_293,Palestinian,palestine_5,Palestinian\palestine_5\palestine_5_293.wav,True,female,5,True
iraq_3_213,Iraqi,iraq_3,Iraqi\iraq_3\iraq_3_213.wav,True,male,5,True
ksa_5_196,Saudi,ksa_5,Saudi\ksa_5\ksa_5_196.wav,True,male,5,True
lebanon_3_88,Lebanese,lebanon_3,Lebanese\lebanon_3\lebanon_3_88.wav,True,female,5,True
lebanon_3_339,Lebanese,lebanon_3,Lebanese\lebanon_3\lebanon_3_339.wav,True,female,5,True
iraq_3_196,Iraqi,iraq_3,Iraqi\iraq_3\iraq_3_196.wav,True,male,5,True
palestine_4_36,Palestinian,palestine_4,Palestinian\palestine_4\palestine_4_36.wav,True,male,5,True
jordan_2_126,Jordanian,jordan_2,Jordanian\jordan_2\jordan_2_126.wav,True,female,5,True
syria_3_317,Syrian,syria_3,Syrian\syria_3\syria_3_317.wav,True,male,5,True
bahrain_4_275,Bahraini,bahrain_4,Bahraini\bahrain_4\bahrain_4_275.wav,True,female,5,True
uae_1_75,Emarati,uae_1,Emarati\uae_1\uae_1_75.wav,True,male,5,True
palestine_5_282,Palestinian,palestine_5,Palestinian\palestine_5\palestine_5_282.wav,True,female,5,True
iraq_1_230,Iraqi,iraq_1,Iraqi\iraq_1\iraq_1_230.wav,True,male,5,True
uae_5_289,Emarati,uae_5,Emarati\uae_5\uae_5_289.wav,True,female,5,True
uae_4_186,Emarati,uae_4,Emarati\uae_4\uae_4_186.wav,True,male,5,True
lebanon_4_122,Lebanese,lebanon_4,Lebanese\lebanon_4\lebanon_4_122.wav,True,female,5,True
ksa_4_63,Saudi,ksa_4,Saudi\ksa_4\ksa_4_63.wav,True,male,5,True
lebanon_5_14,Lebanese,lebanon_5,Lebanese\lebanon_5\lebanon_5_14.wav,True,male,5,True
lebanon_1_311,Lebanese,lebanon_1,Lebanese\lebanon_1\lebanon_1_311.wav,True,male,5,True
bahrain_4_196,Bahraini,bahrain_4,Bahraini\bahrain_4\bahrain_4_196.wav,True,female,5,True
uae_1_357,Emarati,uae_1,Emarati\uae_1\uae_1_357.wav,True,male,5,True
palestine_3_186,Palestinian,palestine_3,Palestinian\palestine_3\palestine_3_186.wav,True,female,5,True
jordan_1_85,Jordanian,jordan_1,Jordanian\jordan_1\jordan_1_85.wav,True,male,5,True
ksa_5_171,Saudi,ksa_5,Saudi\ksa_5\ksa_5_171.wav,True,male,5,True
palestine_4_341,Palestinian,palestine_4,Palestinian\palestine_4\palestine_4_341.wav,True,male,5,True
iraq_4_120,Iraqi,iraq_4,Iraqi\iraq_4\iraq_4_120.wav,True,female,5,True
lebanon_5_4,Lebanese,lebanon_5,Lebanese\lebanon_5\lebanon_5_4.wav,True,male,5,True
ksa_4_7,Saudi,ksa_4,Saudi\ksa_4\ksa_4_7.wav,True,male,5,True
bahrain_2_282,Bahraini,bahrain_2,Bahraini\bahrain_2\bahrain_2_282.wav,True,male,5,True
egypt_4_122,Egyptian,egypt_4,Egyptian\egypt_4\egypt_4_122.wav,True,female,5,True
uae_5_47,Emarati,uae_5,Emarati\uae_5\uae_5_47.wav,True,female,5,True
lebanon_4_338,Lebanese,lebanon_4,Lebanese\lebanon_4\lebanon_4_338.wav,True,female,5,True
bahrain_3_176,Bahraini,bahrain_3,Bahraini\bahrain_3\bahrain_3_176.wav,True,male,5,True
lebanon_3_358,Lebanese,lebanon_3,Lebanese\lebanon_3\lebanon_3_358.wav,True,female,5,True
jordan_1_139,Jordanian,jordan_1,Jordanian\jordan_1\jordan_1_139.wav,True,male,5,True
egypt_3_120,Egyptian,egypt_3,Egyptian\egypt_3\egypt_3_120.wav,True,female,5,True
iraq_1_257,Iraqi,iraq_1,Iraqi\iraq_1\iraq_1_257.wav,True,male,5,True
syria_1_315,Syrian,syria_1,Syrian\syria_1\syria_1_315.wav,True,female,5,True
lebanon_2_73,Lebanese,lebanon_2,Lebanese\lebanon_2\lebanon_2_73.wav,True,male,5,True
bahrain_1_272,Bahraini,bahrain_1,Bahraini\bahrain_1\bahrain_1_272.wav,True,male,5,True
palestine_1_177,Palestinian,palestine_1,Palestinian\palestine_1\palestine_1_177.wav,True,male,5,True
iraq_3_41,Iraqi,iraq_3,Iraqi\iraq_3\iraq_3_41.wav,True,male,5,True
jorday_4_211,Jordanian,jorday_4,Jordanian\jorday_4\jorday_4_211.wav,True,female,5,True
jordan_2_226,Jordanian,jordan_2,Jordanian\jordan_2\jordan_2_226.wav,True,female,5,True
bahrain_1_50,Bahraini,bahrain_1,Bahraini\bahrain_1\bahrain_1_50.wav,True,male,5,True
lebanon_2_56,Lebanese,lebanon_2,Lebanese\lebanon_2\lebanon_2_56.wav,True,male,5,True
bahrain_2_26,Bahraini,bahrain_2,Bahraini\bahrain_2\bahrain_2_26.wav,True,male,5,True
jorday_4_104,Jordanian,jorday_4,Jordanian\jorday_4\jorday_4_104.wav,True,female,5,True
jordan_3_167,Jordanian,jordan_3,Jordanian\jordan_3\jordan_3_167.wav,True,male,5,True
jordan_2_274,Jordanian,jordan_2,Jordanian\jordan_2\jordan_2_274.wav,True,female,5,True
jordan_3_100,Jordanian,jordan_3,Jordanian\jordan_3\jordan_3_100.wav,True,male,5,True
ksa_5_230,Saudi,ksa_5,Saudi\ksa_5\ksa_5_230.wav,True,male,5,True
lebanon_1_67,Lebanese,lebanon_1,Lebanese\lebanon_1\lebanon_1_67.wav,True,female,5,True
jorday_4_243,Jordanian,jorday_4,Jordanian\jorday_4\jorday_4_243.wav,True,female,5,True
ksa_5_124,Saudi,ksa_5,Saudi\ksa_5\ksa_5_124.wav,True,male,5,True
iraq_4_78,Iraqi,iraq_4,Iraqi\iraq_4\iraq_4_78.wav,True,female,5,True
uae_2_66,Emarati,uae_2,Emarati\uae_2\uae_2_66.wav,True,female,5,True
uae_4_311,Emarati,uae_4,Emarati\uae_4\uae_4_311.wav,True,male,5,True
bahrain_2_335,Bahraini,bahrain_2,Bahraini\bahrain_2\bahrain_2_335.wav,True,male,5,True
iraq_3_304,Iraqi,iraq_3,Iraqi\iraq_3\iraq_3_304.wav,True,male,5,True
egypt_4_146,Egyptian,egypt_4,Egyptian\egypt_4\egypt_4_146.wav,True,female,5,True
palestine_2_302,Palestinian,palestine_2,Palestinian\palestine_2\palestine_2_302.wav,True,female,5,True
lebanon_2_219,Lebanese,lebanon_2,Lebanese\lebanon_2\lebanon_2_219.wav,True,male,5,True
uae_3_138,Emarati,uae_3,Emarati\uae_3\uae_3_138.wav,True,male,5,True
palestine_5_33,Palestinian,palestine_5,Palestinian\palestine_5\palestine_5_33.wav,True,female,5,True
bahrain_4_344,Bahraini,bahrain_4,Bahraini\bahrain_4\bahrain_4_344.wav,True,female,5,True
ksa_2_84,Saudi,ksa_2,Saudi\ksa_2\ksa_2_84.wav,True,male,5,True
ksa_3_140,Saudi,ksa_3,Saudi\ksa_3\ksa_3_140.wav,True,male,5,True
palestine_3_48,Palestinian,palestine_3,Palestinian\palestine_3\palestine_3_48.wav,True,male,5,True
ksa_1_177,Saudi,ksa_1,Saudi\ksa_1\ksa_1_177.wav,True,female,5,True
syria_4_279,Syrian,syria_4,Syrian\syria_4\syria_4_279.wav,True,male,5,True
uae_5_290,Emarati,uae_5,Emarati\uae_5\uae_5_290.wav,True,female,5,True
iraq_1_86,Iraqi,iraq_1,Iraqi\iraq_1\iraq_1_86.wav,True,male,5,True
ksa_1_2,Saudi,ksa_1,Saudi\ksa_1\ksa_1_2.wav,True,female,5,True
bahrain_2_173,Bahraini,bahrain_2,Bahraini\bahrain_2\bahrain_2_173.wav,True,male,5,True
lebanon_3_23,Lebanese,lebanon_3,Lebanese\lebanon_3\lebanon_3_23.wav,True,female,5,True
bahrain_1_321,Bahraini,bahrain_1,Bahraini\bahrain_1\bahrain_1_321.wav,True,male,5,True
iraq_4_279,Iraqi,iraq_4,Iraqi\iraq_4\iraq_4_279.wav,True,female,5,True
iraq_4_316,Iraqi,iraq_4,Iraqi\iraq_4\iraq_4_316.wav,True,female,5,True
syria_4_149,Syrian,syria_4,Syrian\syria_4\syria_4_149.wav,True,female,5,True
ksa_1_151,Saudi,ksa_1,Saudi\ksa_1\ksa_1_151.wav,True,female,5,True
syria_5_213,Syrian,syria_5,Syrian\syria_5\syria_5_213.wav,True,female,5,True
lebanon_5_122,Lebanese,lebanon_5,Lebanese\lebanon_5\lebanon_5_122.wav,True,male,5,True
egypt_2_275,Egyptian,egypt_2,Egyptian\egypt_2\egypt_2_275.wav,True,male,5,True
ksa_2_291,Saudi,ksa_2,Saudi\ksa_2\ksa_2_291.wav,True,male,5,True
syria_2_105,Syrian,syria_2,Syrian\syria_2\syria_2_105.wav,True,male,5,True
palestine_2_257,Palestinian,palestine_2,Palestinian\palestine_2\palestine_2_257.wav,True,male,5,True
egypt_3_121,Egyptian,egypt_3,Egyptian\egypt_3\egypt_3_121.wav,True,female,5,True
ksa_2_325,Saudi,ksa_2,Saudi\ksa_2\ksa_2_325.wav,True,male,5,True
iraq_2_49,Iraqi,iraq_2,Iraqi\iraq_2\iraq_2_49.wav,True,male,5,True
uae_1_142,Emarati,uae_1,Emarati\uae_1\uae_1_142.wav,True,male,5,True
iraq_4_226,Iraqi,iraq_4,Iraqi\iraq_4\iraq_4_226.wav,True,female,5,True
palestine_2_249,Palestinian,palestine_2,Palestinian\palestine_2\palestine_2_249.wav,True,female,5,True
uae_1_266,Emarati,uae_1,Emarati\uae_1\uae_1_266.wav,True,male,5,True
lebanon_4_276,Lebanese,lebanon_4,Lebanese\lebanon_4\lebanon_4_276.wav,True,female,5,True
ksa_5_19,Saudi,ksa_5,Saudi\ksa_5\ksa_5_19.wav,True,male,5,True
palestine_1_171,Palestinian,palestine_1,Palestinian\palestine_1\palestine_1_171.wav,True,male,5,True
iraq_1_172,Iraqi,iraq_1,Iraqi\iraq_1\iraq_1_172.wav,True,male,5,True
ksa_5_14,Saudi,ksa_5,Saudi\ksa_5\ksa_5_14.wav,True,male,5,True
egypt_1_275,Egyptian,egypt_1,Egyptian\egypt_1\egypt_1_275.wav,True,male,5,True
egypt_1_120,Egyptian,egypt_1,Egyptian\egypt_1\egypt_1_120.wav,True,male,5,True
egypt_2_149,Egyptian,egypt_2,Egyptian\egypt_2\egypt_2_149.wav,True,male,5,True
palestine_4_116,Palestinian,palestine_4,Palestinian\palestine_4\palestine_4_116.wav,True,male,5,True
ksa_1_342,Saudi,ksa_1,Saudi\ksa_1\ksa_1_342.wav,True,female,5,True
palestine_4_56,Palestinian,palestine_4,Palestinian\palestine_4\palestine_4_56.wav,True,male,5,True
bahrain_5_254,Bahraini,bahrain_5,Bahraini\bahrain_5\bahrain_5_254.wav,True,female,5,True
bahrain_2_159,Bahraini,bahrain_2,Bahraini\bahrain_2\bahrain_2_159.wav,True,male,5,True
lebanon_4_132,Lebanese,lebanon_4,Lebanese\lebanon_4\lebanon_4_132.wav,True,female,5,True
lebanon_5_336,Lebanese,lebanon_5,Lebanese\lebanon_5\lebanon_5_336.wav,True,male,5,True
ksa_1_164,Saudi,ksa_1,Saudi\ksa_1\ksa_1_164.wav,True,female,5,True
egypt_3_198,Egyptian,egypt_3,Egyptian\egypt_3\egypt_3_198.wav,True,female,5,True
bahrain_5_243,Bahraini,bahrain_5,Bahraini\bahrain_5\bahrain_5_243.wav,True,female,5,True
bahrain_2_156,Bahraini,bahrain_2,Bahraini\bahrain_2\bahrain_2_156.wav,True,male,5,True
lebanon_5_163,Lebanese,lebanon_5,Lebanese\lebanon_5\lebanon_5_163.wav,True,male,5,True
lebanon_4_106,Lebanese,lebanon_4,Lebanese\lebanon_4\lebanon_4_106.wav,True,female,5,True
palestine_3_36,Palestinian,palestine_3,Palestinian\palestine_3\palestine_3_36.wav,True,male,5,True
egypt_3_261,Egyptian,egypt_3,Egyptian\egypt_3\egypt_3_261.wav,True,female,5,True
iraq_5_109,Iraqi,iraq_5,Iraqi\iraq_5\iraq_5_109.wav,True,female,5,True
iraq_2_169,Iraqi,iraq_2,Iraqi\iraq_2\iraq_2_169.wav,True,male,5,True
ksa_4_355,Saudi,ksa_4,Saudi\ksa_4\ksa_4_355.wav,True,male,5,True
lebanon_3_282,Lebanese,lebanon_3,Lebanese\lebanon_3\lebanon_3_282.wav,True,female,5,True
ksa_2_225,Saudi,ksa_2,Saudi\ksa_2\ksa_2_225.wav,True,male,5,True
bahrain_1_53,Bahraini,bahrain_1,Bahraini\bahrain_1\bahrain_1_53.wav,True,male,5,True
jordan_2_27,Jordanian,jordan_2,Jordanian\jordan_2\jordan_2_27.wav,True,female,5,True
palestine_3_219,Palestinian,palestine_3,Palestinian\palestine_3\palestine_3_219.wav,True,male,5,True
ksa_3_69,Saudi,ksa_3,Saudi\ksa_3\ksa_3_69.wav,True,female,5,True
bahrain_5_220,Bahraini,bahrain_5,Bahraini\bahrain_5\bahrain_5_220.wav,True,female,5,True
egypt_1_69,Egyptian,egypt_1,Egyptian\egypt_1\egypt_1_69.wav,True,male,5,True
uae_2_307,Emarati,uae_2,Emarati\uae_2\uae_2_307.wav,True,male,5,True
lebanon_2_273,Lebanese,lebanon_2,Lebanese\lebanon_2\lebanon_2_273.wav,True,male,5,True
egypt_3_248,Egyptian,egypt_3,Egyptian\egypt_3\egypt_3_248.wav,True,female,5,True
uae_4_40,Emarati,uae_4,Emarati\uae_4\uae_4_40.wav,True,male,5,True
palestine_4_123,Palestinian,palestine_4,Palestinian\palestine_4\palestine_4_123.wav,True,male,5,True
egypt_5_196,Egyptian,egypt_5,Egyptian\egypt_5\egypt_5_196.wav,True,male,5,True
egypt_3_179,Egyptian,egypt_3,Egyptian\egypt_3\egypt_3_179.wav,True,female,5,True
ksa_2_143,Saudi,ksa_2,Saudi\ksa_2\ksa_2_143.wav,True,male,5,True
egypt_2_208,Egyptian,egypt_2,Egyptian\egypt_2\egypt_2_208.wav,True,male,5,True
jordan_5_264,Jordanian,jordan_5,Jordanian\jordan_5\jordan_5_264.wav,True,male,5,True
egypt_1_174,Egyptian,egypt_1,Egyptian\egypt_1\egypt_1_174.wav,True,male,5,True
syria_3_338,Syrian,syria_3,Syrian\syria_3\syria_3_338.wav,True,male,5,True
syria_3_142,Syrian,syria_3,Syrian\syria_3\syria_3_142.wav,True,male,5,True
ksa_4_169,Saudi,ksa_4,Saudi\ksa_4\ksa_4_169.wav,True,male,5,True
syria_1_198,Syrian,syria_1,Syrian\syria_1\syria_1_198.wav,True,female,5,True
egypt_2_124,Egyptian,egypt_2,Egyptian\egypt_2\egypt_2_124.wav,True,male,5,True
syria_3_173,Syrian,syria_3,Syrian\syria_3\syria_3_173.wav,True,male,5,True
bahrain_4_301,Bahraini,bahrain_4,Bahraini\bahrain_4\bahrain_4_301.wav,True,female,5,True
iraq_4_209,Iraqi,iraq_4,Iraqi\iraq_4\iraq_4_209.wav,True,female,5,True
bahrain_1_219,Bahraini,bahrain_1,Bahraini\bahrain_1\bahrain_1_219.wav,True,male,5,True
uae_3_252,Emarati,uae_3,Emarati\uae_3\uae_3_252.wav,True,male,5,True
uae_1_213,Emarati,uae_1,Emarati\uae_1\uae_1_213.wav,True,male,5,True
syria_3_31,Syrian,syria_3,Syrian\syria_3\syria_3_31.wav,True,male,5,True
jordan_5_156,Jordanian,jordan_5,Jordanian\jordan_5\jordan_5_156.wav,True,male,5,True
ksa_4_48,Saudi,ksa_4,Saudi\ksa_4\ksa_4_48.wav,True,male,5,True
egypt_5_26,Egyptian,egypt_5,Egyptian\egypt_5\egypt_5_26.wav,True,female,5,True
iraq_3_353,Iraqi,iraq_3,Iraqi\iraq_3\iraq_3_353.wav,True,male,5,True
iraq_5_44,Iraqi,iraq_5,Iraqi\iraq_5\iraq_5_44.wav,True,female,5,True
iraq_2_119,Iraqi,iraq_2,Iraqi\iraq_2\iraq_2_119.wav,True,male,5,True
syria_2_322,Syrian,syria_2,Syrian\syria_2\syria_2_322.wav,True,male,5,True
iraq_1_131,Iraqi,iraq_1,Iraqi\iraq_1\iraq_1_131.wav,True,male,5,True
egypt_1_70,Egyptian,egypt_1,Egyptian\egypt_1\egypt_1_70.wav,True,male,5,True
jorday_4_339,Jordanian,jorday_4,Jordanian\jorday_4\jorday_4_339.wav,True,female,5,True
palestine_5_326,Palestinian,palestine_5,Palestinian\palestine_5\palestine_5_326.wav,True,female,5,True
syria_2_214,Syrian,syria_2,Syrian\syria_2\syria_2_214.wav,True,male,5,True
jorday_4_203,Jordanian,jorday_4,Jordanian\jorday_4\jorday_4_203.wav,True,female,5,True
jordan_2_77,Jordanian,jordan_2,Jordanian\jordan_2\jordan_2_77.wav,True,female,5,True
palestine_5_289,Palestinian,palestine_5,Palestinian\palestine_5\palestine_5_289.wav,True,female,5,True
uae_2_61,Emarati,uae_2,Emarati\uae_2\uae_2_61.wav,True,female,5,True
syria_3_190,Syrian,syria_3,Syrian\syria_3\syria_3_190.wav,True,male,5,True
iraq_5_137,Iraqi,iraq_5,Iraqi\iraq_5\iraq_5_137.wav,True,female,5,True
ksa_3_240,Saudi,ksa_3,Saudi\ksa_3\ksa_3_240.wav,True,female,5,True
iraq_1_95,Iraqi,iraq_1,Iraqi\iraq_1\iraq_1_95.wav,True,male,5,True
egypt_4_156,Egyptian,egypt_4,Egyptian\egypt_4\egypt_4_156.wav,True,female,5,True
ksa_2_302,Saudi,ksa_2,Saudi\ksa_2\ksa_2_302.wav,True,male,5,True
bahrain_5_297,Bahraini,bahrain_5,Bahraini\bahrain_5\bahrain_5_297.wav,True,female,5,True
uae_3_175,Emarati,uae_3,Emarati\uae_3\uae_3_175.wav,True,male,5,True
lebanon_2_180,Lebanese,lebanon_2,Lebanese\lebanon_2\lebanon_2_180.wav,True,male,5,True
syria_2_190,Syrian,syria_2,Syrian\syria_2\syria_2_190.wav,True,male,5,True
palestine_5_319,Palestinian,palestine_5,Palestinian\palestine_5\palestine_5_319.wav,True,female,5,True
egypt_3_126,Egyptian,egypt_3,Egyptian\egypt_3\egypt_3_126.wav,True,female,5,True
uae_2_39,Emarati,uae_2,Emarati\uae_2\uae_2_39.wav,True,female,5,True
palestine_4_118,Palestinian,palestine_4,Palestinian\palestine_4\palestine_4_118.wav,True,male,5,True
uae_3_67,Emarati,uae_3,Emarati\uae_3\uae_3_67.wav,True,male,5,True
jordan_1_248,Jordanian,jordan_1,Jordanian\jordan_1\jordan_1_248.wav,True,male,5,True
syria_3_135,Syrian,syria_3,Syrian\syria_3\syria_3_135.wav,True,male,5,True
ksa_5_75,Saudi,ksa_5,Saudi\ksa_5\ksa_5_75.wav,True,male,5,True
bahrain_3_187,Bahraini,bahrain_3,Bahraini\bahrain_3\bahrain_3_187.wav,True,male,5,True
jordan_2_351,Jordanian,jordan_2,Jordanian\jordan_2\jordan_2_351.wav,True,female,5,True
syria_3_27,Syrian,syria_3,Syrian\syria_3\syria_3_27.wav,True,male,5,True
ksa_4_114,Saudi,ksa_4,Saudi\ksa_4\ksa_4_114.wav,True,male,5,True
ksa_1_158,Saudi,ksa_1,Saudi\ksa_1\ksa_1_158.wav,True,female,5,True
palestine_4_12,Palestinian,palestine_4,Palestinian\palestine_4\palestine_4_12.wav,True,male,5,True
jordan_5_319,Jordanian,jordan_5,Jordanian\jordan_5\jordan_5_319.wav,True,male,5,True
uae_4_286,Emarati,uae_4,Emarati\uae_4\uae_4_286.wav,True,male,5,True
lebanon_4_17,Lebanese,lebanon_4,Lebanese\lebanon_4\lebanon_4_17.wav,True,female,5,True
jordan_5_180,Jordanian,jordan_5,Jordanian\jordan_5\jordan_5_180.wav,True,male,5,True
syria_1_129,Syrian,syria_1,Syrian\syria_1\syria_1_129.wav,True,female,5,True
bahrain_4_86,Bahraini,bahrain_4,Bahraini\bahrain_4\bahrain_4_86.wav,True,female,5,True
syria_2_299,Syrian,syria_2,Syrian\syria_2\syria_2_299.wav,True,male,5,True
jordan_3_160,Jordanian,jordan_3,Jordanian\jordan_3\jordan_3_160.wav,True,female,5,True
syria_5_120,Syrian,syria_5,Syrian\syria_5\syria_5_120.wav,True,female,5,True
uae_1_226,Emarati,uae_1,Emarati\uae_1\uae_1_226.wav,True,male,5,True
